system:index,date,value,.geo
187,2018-04-08T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
188,2018-04-08T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
189,2018-04-08T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
190,2018-04-08T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
191,2018-04-08T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
192,2018-04-09T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
193,2018-04-09T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
194,2018-04-09T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
195,2018-04-09T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
196,2018-04-09T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
197,2018-04-09T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
198,2018-04-09T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
199,2018-04-09T07:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
200,2018-04-09T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
201,2018-04-09T09:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
202,2018-04-09T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
203,2018-04-09T11:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
204,2018-04-09T12:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
205,2018-04-09T13:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
206,2018-04-09T14:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
207,2018-04-09T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
208,2018-04-09T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
209,2018-04-09T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
210,2018-04-09T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
211,2018-04-09T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
212,2018-04-09T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
213,2018-04-09T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
214,2018-04-09T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
215,2018-04-09T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
216,2018-04-10T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
